time,position
4658.5,3.96743e+07
4658.6,3.96742e+07
4658.7,3.96741e+07
4658.8,3.9674e+07
4658.9,3.96739e+07
4659,3.96738e+07
4659.1,3.96737e+07
4659.2,3.96736e+07
4659.3,3.96734e+07
4659.4,3.96733e+07
4659.5,3.96732e+07
4659.6,3.96731e+07
4659.7,3.9673e+07
4659.8,3.96729e+07
4659.9,3.96728e+07
4660,3.96727e+07
4660.1,3.96726e+07
4660.2,3.96725e+07
4660.3,3.96724e+07
4660.4,3.96722e+07
4660.5,3.96721e+07
4660.6,3.9672e+07
4660.7,3.96719e+07
4660.8,3.96718e+07
4660.9,3.96717e+07
4661,3.96716e+07
4661.1,3.96715e+07
4661.2,3.96714e+07
4661.3,3.96713e+07
4661.4,3.96712e+07
4661.5,3.96711e+07
4661.6,3.96709e+07
4661.7,3.96708e+07
4661.8,3.96707e+07
4661.9,3.96706e+07
4662,3.96705e+07
4662.1,3.96704e+07
4662.2,3.96703e+07
4662.3,3.96702e+07
4662.4,3.96701e+07
4662.5,3.967e+07
4662.6,3.96699e+07
4662.7,3.96697e+07
4662.8,3.96696e+07
4662.9,3.96695e+07
4663,3.96694e+07
4663.1,3.96693e+07
4663.2,3.96692e+07
4663.3,3.96691e+07
4663.4,3.9669e+07
4663.5,3.96689e+07
4663.6,3.96688e+07
4663.7,3.96687e+07
4663.8,3.96685e+07
4663.9,3.96684e+07
4664,3.96683e+07
4664.1,3.96682e+07
4664.2,3.96681e+07
4664.3,3.9668e+07
4664.4,3.96679e+07
4664.5,3.96678e+07
4664.6,3.96677e+07
4664.7,3.96676e+07
4664.8,3.96675e+07
4664.9,3.96673e+07
4665,3.96672e+07
4665.1,3.96671e+07
4665.2,3.9667e+07
4665.3,3.96669e+07
4665.4,3.96668e+07
4665.5,3.96667e+07
4665.6,3.96666e+07
4665.7,3.96665e+07
4665.8,3.96664e+07
4665.9,3.96663e+07
4666,3.96661e+07
4666.1,3.9666e+07
4666.2,3.96659e+07
4666.3,3.96658e+07
4666.4,3.96657e+07
4666.5,3.96656e+07
4666.6,3.96655e+07
4666.7,3.96654e+07
4666.8,3.96653e+07
4666.9,3.96652e+07
4667,3.96651e+07
4667.1,3.9665e+07
4667.2,3.96648e+07
4667.3,3.96647e+07
4667.4,3.96646e+07
4667.5,3.96645e+07
4667.6,3.96644e+07
4667.7,3.96643e+07
4667.8,3.96642e+07
4667.9,3.96641e+07
4668,3.9664e+07
4668.1,3.96639e+07
4668.2,3.96638e+07
4668.3,3.96636e+07
4668.4,3.96635e+07
4668.5,3.96634e+07
4668.6,3.96633e+07
4668.7,3.96632e+07
4668.8,3.96631e+07
4668.9,3.9663e+07
4669,3.96629e+07
4669.1,3.96628e+07
4669.2,3.96627e+07
4669.3,3.96626e+07
4669.4,3.96624e+07
4669.5,3.96623e+07
4669.6,3.96622e+07
4669.7,3.96621e+07
4669.8,3.9662e+07
4669.9,3.96619e+07
4670,3.96618e+07
4670.1,3.96617e+07
4670.2,3.96616e+07
4670.3,3.96615e+07
4670.4,3.96614e+07
4670.5,3.96612e+07
4670.6,3.96611e+07
4670.7,3.9661e+07
4670.8,3.96609e+07
4670.9,3.96608e+07
4671,3.96607e+07
4671.1,3.96606e+07
4671.2,3.96605e+07
4671.3,3.96604e+07
4671.4,3.96603e+07
4671.5,3.96602e+07
4671.6,3.966e+07
4671.7,3.96599e+07
4671.8,3.96598e+07
4671.9,3.96597e+07
4672,3.96596e+07
4672.1,3.96595e+07
4672.2,3.96594e+07
4672.3,3.96593e+07
4672.4,3.96592e+07
4672.5,3.96591e+07
4672.6,3.9659e+07
4672.7,3.96588e+07
4672.8,3.96587e+07
4672.9,3.96586e+07
4673,3.96585e+07
4673.1,3.96584e+07
4673.2,3.96583e+07
4673.3,3.96582e+07
4673.4,3.96581e+07
4673.5,3.9658e+07
4673.6,3.96579e+07
4673.7,3.96578e+07
4673.8,3.96576e+07
4673.9,3.96575e+07
4674,3.96574e+07
4674.1,3.96573e+07
4674.2,3.96572e+07
4674.3,3.96571e+07
4674.4,3.9657e+07
4674.5,3.96569e+07
4674.6,3.96568e+07
4674.7,3.96567e+07
4674.8,3.96566e+07
4674.9,3.96564e+07
4675,3.96563e+07
4675.1,3.96562e+07
4675.2,3.96561e+07
4675.3,3.9656e+07
4675.4,3.96559e+07
4675.5,3.96558e+07
4675.6,3.96557e+07
4675.7,3.96556e+07
4675.8,3.96555e+07
4675.9,3.96553e+07
4676,3.96552e+07
4676.1,3.96551e+07
4676.2,3.9655e+07
4676.3,3.96549e+07
4676.4,3.96548e+07
4676.5,3.96547e+07
4676.6,3.96546e+07
4676.7,3.96545e+07
4676.8,3.96544e+07
4676.9,3.96543e+07
4677,3.96541e+07
4677.1,3.9654e+07
4677.2,3.96539e+07
4677.3,3.96538e+07
4677.4,3.96537e+07
4677.5,3.96536e+07
4677.6,3.96535e+07
4677.7,3.96534e+07
4677.8,3.96533e+07
4677.9,3.96532e+07
4678,3.96531e+07
4678.1,3.96529e+07
4678.2,3.96528e+07
4678.3,3.96527e+07
4678.4,3.96526e+07
4678.5,3.96525e+07
4678.6,3.96524e+07
4678.7,3.96523e+07
4678.8,3.96522e+07
4678.9,3.96521e+07
4679,3.9652e+07
4679.1,3.96519e+07
4679.2,3.96517e+07
4679.3,3.96516e+07
4679.4,3.96515e+07
4679.5,3.96514e+07
4679.6,3.96513e+07
4679.7,3.96512e+07
4679.8,3.96511e+07
4679.9,3.9651e+07
4680,3.96509e+07
4680.1,3.96508e+07
4680.2,3.96507e+07
4680.3,3.96505e+07
4680.4,3.96504e+07
4680.5,3.96503e+07
4680.6,3.96502e+07
4680.7,3.96501e+07
4680.8,3.965e+07
4680.9,3.96499e+07
4681,3.96498e+07
4681.1,3.96497e+07
4681.2,3.96496e+07
4681.3,3.96494e+07
4681.4,3.96493e+07
4681.5,3.96492e+07
4681.6,3.96491e+07
4681.7,3.9649e+07
4681.8,3.96489e+07
4681.9,3.96488e+07
4682,3.96487e+07
4682.1,3.96486e+07
4682.2,3.96485e+07
4682.3,3.96484e+07
4682.4,3.96482e+07
4682.5,3.96481e+07
4682.6,3.9648e+07
4682.7,3.96479e+07
4682.8,3.96478e+07
4682.9,3.96477e+07
4683,3.96476e+07
4683.1,3.96475e+07
4683.2,3.96474e+07
4683.3,3.96473e+07
4683.4,3.96472e+07
4683.5,3.9647e+07
4683.6,3.96469e+07
4683.7,3.96468e+07
4683.8,3.96467e+07
4683.9,3.96466e+07
4684,3.96465e+07
4684.1,3.96464e+07
4684.2,3.96463e+07
4684.3,3.96462e+07
4684.4,3.96461e+07
4684.5,3.96459e+07
4684.6,3.96458e+07
4684.7,3.96457e+07
4684.8,3.96456e+07
4684.9,3.96455e+07
4685,3.96454e+07
4685.1,3.96453e+07
4685.2,3.96452e+07
4685.3,3.96451e+07
4685.4,3.9645e+07
4685.5,3.96449e+07
4685.6,3.96447e+07
4685.7,3.96446e+07
4685.8,3.96445e+07
4685.9,3.96444e+07
4686,3.96443e+07
4686.1,3.96442e+07
4686.2,3.96441e+07
4686.3,3.9644e+07
4686.4,3.96439e+07
4686.5,3.96438e+07
4686.6,3.96436e+07
4686.7,3.96435e+07
4686.8,3.96434e+07
4686.9,3.96433e+07
4687,3.96432e+07
4687.1,3.96431e+07
4687.2,3.9643e+07
4687.3,3.96429e+07
4687.4,3.96428e+07
4687.5,3.96427e+07
4687.6,3.96426e+07
4687.7,3.96424e+07
4687.8,3.96423e+07
4687.9,3.96422e+07
4688,3.96421e+07
4688.1,3.9642e+07
4688.2,3.96419e+07
4688.3,3.96418e+07
4688.4,3.96417e+07
4688.5,3.96416e+07
4688.6,3.96415e+07
4688.7,3.96413e+07
4688.8,3.96412e+07
4688.9,3.96411e+07
4689,3.9641e+07
4689.1,3.96409e+07
4689.2,3.96408e+07
4689.3,3.96407e+07
4689.4,3.96406e+07
4689.5,3.96405e+07
4689.6,3.96404e+07
4689.7,3.96403e+07
4689.8,3.96401e+07
4689.9,3.964e+07
4690,3.96399e+07
4690.1,3.96398e+07
4690.2,3.96397e+07
4690.3,3.96396e+07
4690.4,3.96395e+07
4690.5,3.96394e+07
4690.6,3.96393e+07
4690.7,3.96392e+07
4690.8,3.9639e+07
4690.9,3.96389e+07
4691,3.96388e+07
4691.1,3.96387e+07
4691.2,3.96386e+07
4691.3,3.96385e+07
4691.4,3.96384e+07
4691.5,3.96383e+07
4691.6,3.96382e+07
4691.7,3.96381e+07
4691.8,3.9638e+07
4691.9,3.96378e+07
4692,3.96377e+07
4692.1,3.96376e+07
4692.2,3.96375e+07
4692.3,3.96374e+07
4692.4,3.96373e+07
4692.5,3.96372e+07
4692.6,3.96371e+07
4692.7,3.9637e+07
4692.8,3.96369e+07
4692.9,3.96367e+07
4693,3.96366e+07
4693.1,3.96365e+07
4693.2,3.96364e+07
4693.3,3.96363e+07
4693.4,3.96362e+07
4693.5,3.96361e+07
4693.6,3.9636e+07
4693.7,3.96359e+07
4693.8,3.96358e+07
4693.9,3.96356e+07
4694,3.96355e+07
4694.1,3.96354e+07
4694.2,3.96353e+07
4694.3,3.96352e+07
4694.4,3.96351e+07
4694.5,3.9635e+07
4694.6,3.96349e+07
4694.7,3.96348e+07
4694.8,3.96347e+07
4694.9,3.96346e+07
4695,3.96344e+07
4695.1,3.96343e+07
4695.2,3.96342e+07
4695.3,3.96341e+07
4695.4,3.9634e+07
4695.5,3.96339e+07
4695.6,3.96338e+07
4695.7,3.96337e+07
4695.8,3.96336e+07
4695.9,3.96335e+07
4696,3.96333e+07
4696.1,3.96332e+07
4696.2,3.96331e+07
4696.3,3.9633e+07
4696.4,3.96329e+07
4696.5,3.96328e+07
4696.6,3.96327e+07
4696.7,3.96326e+07
4696.8,3.96325e+07
4696.9,3.96324e+07
4697,3.96322e+07
4697.1,3.96321e+07
4697.2,3.9632e+07
4697.3,3.96319e+07
4697.4,3.96318e+07
4697.5,3.96317e+07
4697.6,3.96316e+07
4697.7,3.96315e+07
4697.8,3.96314e+07
4697.9,3.96313e+07
4698,3.96311e+07
4698.1,3.9631e+07
4698.2,3.96309e+07
4698.3,3.96308e+07
4698.4,3.96307e+07
4698.5,3.96306e+07
4698.6,3.96305e+07
4698.7,3.96304e+07
4698.8,3.96303e+07
4698.9,3.96302e+07
4699,3.96301e+07
4699.1,3.96299e+07
4699.2,3.96298e+07
4699.3,3.96297e+07
4699.4,3.96296e+07
4699.5,3.96295e+07
4699.6,3.96294e+07
4699.7,3.96293e+07
4699.8,3.96292e+07
4699.9,3.96291e+07
4700,3.9629e+07
4700.1,3.96288e+07
4700.2,3.96287e+07
4700.3,3.96286e+07
4700.4,3.96285e+07
4700.5,3.96284e+07
4700.6,3.96283e+07
4700.7,3.96282e+07
4700.8,3.96281e+07
4700.9,3.9628e+07
4701,3.96279e+07
4701.1,3.96277e+07
4701.2,3.96276e+07
4701.3,3.96275e+07
4701.4,3.96274e+07
4701.5,3.96273e+07
4701.6,3.96272e+07
4701.7,3.96271e+07
4701.8,3.9627e+07
4701.9,3.96269e+07
4702,3.96268e+07
4702.1,3.96266e+07
4702.2,3.96265e+07
4702.3,3.96264e+07
4702.4,3.96263e+07
4702.5,3.96262e+07
4702.6,3.96261e+07
4702.7,3.9626e+07
4702.8,3.96259e+07
4702.9,3.96258e+07
4703,3.96257e+07
4703.1,3.96255e+07
4703.2,3.96254e+07
4703.3,3.96253e+07
4703.4,3.96252e+07
4703.5,3.96251e+07
4703.6,3.9625e+07
4703.7,3.96249e+07
4703.8,3.96248e+07
4703.9,3.96247e+07
4704,3.96246e+07
4704.1,3.96244e+07
4704.2,3.96243e+07
4704.3,3.96242e+07
4704.4,3.96241e+07
4704.5,3.9624e+07
4704.6,3.96239e+07
4704.7,3.96238e+07
4704.8,3.96237e+07
4704.9,3.96236e+07
4705,3.96235e+07
4705.1,3.96233e+07
4705.2,3.96232e+07
4705.3,3.96231e+07
4705.4,3.9623e+07
4705.5,3.96229e+07
4705.6,3.96228e+07
4705.7,3.96227e+07
4705.8,3.96226e+07
4705.9,3.96225e+07
4706,3.96224e+07
4706.1,3.96222e+07
4706.2,3.96221e+07
4706.3,3.9622e+07
4706.4,3.96219e+07
4706.5,3.96218e+07
4706.6,3.96217e+07
4706.7,3.96216e+07
4706.8,3.96215e+07
4706.9,3.96214e+07
4707,3.96213e+07
4707.1,3.96211e+07
4707.2,3.9621e+07
4707.3,3.96209e+07
4707.4,3.96208e+07
4707.5,3.96207e+07
4707.6,3.96206e+07
4707.7,3.96205e+07
4707.8,3.96204e+07
4707.9,3.96203e+07
4708,3.96202e+07
4708.1,3.962e+07
4708.2,3.96199e+07
4708.3,3.96198e+07
4708.4,3.96197e+07
4708.5,3.96196e+07
4708.6,3.96195e+07
4708.7,3.96194e+07
4708.8,3.96193e+07
4708.9,3.96192e+07
4709,3.96191e+07
4709.1,3.96189e+07
4709.2,3.96188e+07
4709.3,3.96187e+07
4709.4,3.96186e+07
4709.5,3.96185e+07
4709.6,3.96184e+07
4709.7,3.96183e+07
4709.8,3.96182e+07
4709.9,3.96181e+07
4710,3.9618e+07
4710.1,3.96178e+07
4710.2,3.96177e+07
4710.3,3.96176e+07
4710.4,3.96175e+07
4710.5,3.96174e+07
4710.6,3.96173e+07
4710.7,3.96172e+07
4710.8,3.96171e+07
4710.9,3.9617e+07
4711,3.96169e+07
4711.1,3.96167e+07
4711.2,3.96166e+07
4711.3,3.96165e+07
4711.4,3.96164e+07
4711.5,3.96163e+07
4711.6,3.96162e+07
4711.7,3.96161e+07
4711.8,3.9616e+07
4711.9,3.96159e+07
4712,3.96158e+07
4712.1,3.96156e+07
4712.2,3.96155e+07
4712.3,3.96154e+07
4712.4,3.96153e+07
4712.5,3.96152e+07
4712.6,3.96151e+07
4712.7,3.9615e+07
4712.8,3.96149e+07
4712.9,3.96148e+07
4713,3.96147e+07
4713.1,3.96145e+07
4713.2,3.96144e+07
4713.3,3.96143e+07
4713.4,3.96142e+07
4713.5,3.96141e+07
4713.6,3.9614e+07
4713.7,3.96139e+07
4713.8,3.96138e+07
4713.9,3.96137e+07
4714,3.96136e+07
4714.1,3.96134e+07
4714.2,3.96133e+07
4714.3,3.96132e+07
4714.4,3.96131e+07
4714.5,3.9613e+07
4714.6,3.96129e+07
4714.7,3.96128e+07
4714.8,3.96127e+07
4714.9,3.96126e+07
4715,3.96125e+07
4715.1,3.96123e+07
4715.2,3.96122e+07
4715.3,3.96121e+07
4715.4,3.9612e+07
4715.5,3.96119e+07
4715.6,3.96118e+07
4715.7,3.96117e+07
4715.8,3.96116e+07
4715.9,3.96115e+07
4716,3.96113e+07
4716.1,3.96112e+07
4716.2,3.96111e+07
4716.3,3.9611e+07
4716.4,3.96109e+07
4716.5,3.96108e+07
4716.6,3.96107e+07
4716.7,3.96106e+07
4716.8,3.96105e+07
4716.9,3.96104e+07
4717,3.96102e+07
4717.1,3.96101e+07
4717.2,3.961e+07
4717.3,3.96099e+07
4717.4,3.96098e+07
4717.5,3.96097e+07
4717.6,3.96096e+07
4717.7,3.96095e+07
4717.8,3.96094e+07
4717.9,3.96093e+07
4718,3.96091e+07
4718.1,3.9609e+07
4718.2,3.96089e+07
4718.3,3.96088e+07
4718.4,3.96087e+07
4718.5,3.96086e+07
4718.6,3.96085e+07
4718.7,3.96084e+07
4718.8,3.96083e+07
4718.9,3.96082e+07
4719,3.9608e+07
4719.1,3.96079e+07
4719.2,3.96078e+07
4719.3,3.96077e+07
4719.4,3.96076e+07
4719.5,3.96075e+07
4719.6,3.96074e+07
4719.7,3.96073e+07
4719.8,3.96072e+07
4719.9,3.9607e+07
4720,3.96069e+07
4720.1,3.96068e+07
4720.2,3.96067e+07
4720.3,3.96066e+07
4720.4,3.96065e+07
4720.5,3.96064e+07
4720.6,3.96063e+07
4720.7,3.96062e+07
4720.8,3.96061e+07
4720.9,3.96059e+07
4721,3.96058e+07
4721.1,3.96057e+07
4721.2,3.96056e+07
4721.3,3.96055e+07
4721.4,3.96054e+07
4721.5,3.96053e+07
4721.6,3.96052e+07
4721.7,3.96051e+07
4721.8,3.96049e+07
4721.9,3.96048e+07
4722,3.96047e+07
4722.1,3.96046e+07
4722.2,3.96045e+07
4722.3,3.96044e+07
4722.4,3.96043e+07
4722.5,3.96042e+07
4722.6,3.96041e+07
4722.7,3.9604e+07
4722.8,3.96038e+07
4722.9,3.96037e+07
4723,3.96036e+07
4723.1,3.96035e+07
4723.2,3.96034e+07
4723.3,3.96033e+07
4723.4,3.96032e+07
4723.5,3.96031e+07
4723.6,3.9603e+07
4723.7,3.96029e+07
4723.8,3.96027e+07
4723.9,3.96026e+07
4724,3.96025e+07
4724.1,3.96024e+07
4724.2,3.96023e+07
4724.3,3.96022e+07
4724.4,3.96021e+07
4724.5,3.9602e+07
4724.6,3.96019e+07
4724.7,3.96017e+07
4724.8,3.96016e+07
4724.9,3.96015e+07
4725,3.96014e+07
4725.1,3.96013e+07
4725.2,3.96012e+07
4725.3,3.96011e+07
4725.4,3.9601e+07
4725.5,3.96009e+07
4725.6,3.96008e+07
4725.7,3.96006e+07
4725.8,3.96005e+07
4725.9,3.96004e+07
4726,3.96003e+07
4726.1,3.96002e+07
4726.2,3.96001e+07
4726.3,3.96e+07
4726.4,3.95999e+07
4726.5,3.95998e+07
4726.6,3.95996e+07
4726.7,3.95995e+07
4726.8,3.95994e+07
4726.9,3.95993e+07
4727,3.95992e+07
4727.1,3.95991e+07
4727.2,3.9599e+07
4727.3,3.95989e+07
4727.4,3.95988e+07
4727.5,3.95987e+07
4727.6,3.95985e+07
4727.7,3.95984e+07
4727.8,3.95983e+07
4727.9,3.95982e+07
4728,3.95981e+07
4728.1,3.9598e+07
4728.2,3.95979e+07
4728.3,3.95978e+07
4728.4,3.95977e+07
4728.5,3.95975e+07
4728.6,3.95974e+07
4728.7,3.95973e+07
4728.8,3.95972e+07
4728.9,3.95971e+07
4729,3.9597e+07
4729.1,3.95969e+07
4729.2,3.95968e+07
4729.3,3.95967e+07
4729.4,3.95966e+07
4729.5,3.95964e+07
4729.6,3.95963e+07
4729.7,3.95962e+07
4729.8,3.95961e+07
4729.9,3.9596e+07
4730,3.95959e+07
4730.1,3.95958e+07
4730.2,3.95957e+07
4730.3,3.95956e+07
4730.4,3.95954e+07
4730.5,3.95953e+07
4730.6,3.95952e+07
4730.7,3.95951e+07
4730.8,3.9595e+07
4730.9,3.95949e+07
4731,3.95948e+07
4731.1,3.95947e+07
4731.2,3.95946e+07
4731.3,3.95945e+07
4731.4,3.95943e+07
4731.5,3.95942e+07
4731.6,3.95941e+07
4731.7,3.9594e+07
4731.8,3.95939e+07
4731.9,3.95938e+07
4732,3.95937e+07
4732.1,3.95936e+07
4732.2,3.95935e+07
4732.3,3.95933e+07
4732.4,3.95932e+07
4732.5,3.95931e+07
4732.6,3.9593e+07
4732.7,3.95929e+07
4732.8,3.95928e+07
4732.9,3.95927e+07
4733,3.95926e+07
4733.1,3.95925e+07
4733.2,3.95923e+07
4733.3,3.95922e+07
4733.4,3.95921e+07
4733.5,3.9592e+07
4733.6,3.95919e+07
4733.7,3.95918e+07
4733.8,3.95917e+07
4733.9,3.95916e+07
4734,3.95915e+07
4734.1,3.95914e+07
4734.2,3.95912e+07
4734.3,3.95911e+07
4734.4,3.9591e+07
4734.5,3.95909e+07
4734.6,3.95908e+07
4734.7,3.95907e+07
4734.8,3.95906e+07
4734.9,3.95905e+07
4735,3.95904e+07
4735.1,3.95902e+07
4735.2,3.95901e+07
4735.3,3.959e+07
4735.4,3.95899e+07
4735.5,3.95898e+07
4735.6,3.95897e+07
4735.7,3.95896e+07
4735.8,3.95895e+07
4735.9,3.95894e+07
4736,3.95892e+07
4736.1,3.95891e+07
4736.2,3.9589e+07
4736.3,3.95889e+07
4736.4,3.95888e+07
4736.5,3.95887e+07
4736.6,3.95886e+07
4736.7,3.95885e+07
4736.8,3.95884e+07
4736.9,3.95883e+07
4737,3.95881e+07
4737.1,3.9588e+07
4737.2,3.95879e+07
4737.3,3.95878e+07
4737.4,3.95877e+07
4737.5,3.95876e+07
4737.6,3.95875e+07
4737.7,3.95874e+07
4737.8,3.95873e+07
4737.9,3.95871e+07
4738,3.9587e+07
4738.1,3.95869e+07
4738.2,3.95868e+07
4738.3,3.95867e+07
4738.4,3.95866e+07
4738.5,3.95865e+07
4738.6,3.95864e+07
4738.7,3.95863e+07
4738.8,3.95861e+07
4738.9,3.9586e+07
4739,3.95859e+07
4739.1,3.95858e+07
4739.2,3.95857e+07
4739.3,3.95856e+07
4739.4,3.95855e+07
4739.5,3.95854e+07
4739.6,3.95853e+07
4739.7,3.95852e+07
4739.8,3.9585e+07
4739.9,3.95849e+07
4740,3.95848e+07
4740.1,3.95847e+07
4740.2,3.95846e+07
4740.3,3.95845e+07
4740.4,3.95844e+07
4740.5,3.95843e+07
4740.6,3.95842e+07
4740.7,3.9584e+07
4740.8,3.95839e+07
4740.9,3.95838e+07
4741,3.95837e+07
4741.1,3.95836e+07
4741.2,3.95835e+07
4741.3,3.95834e+07
4741.4,3.95833e+07
4741.5,3.95832e+07
4741.6,3.9583e+07
4741.7,3.95829e+07
4741.8,3.95828e+07
4741.9,3.95827e+07
4742,3.95826e+07
4742.1,3.95825e+07
4742.2,3.95824e+07
4742.3,3.95823e+07
4742.4,3.95822e+07
4742.5,3.9582e+07
4742.6,3.95819e+07
4742.7,3.95818e+07
4742.8,3.95817e+07
4742.9,3.95816e+07
4743,3.95815e+07
4743.1,3.95814e+07
4743.2,3.95813e+07
4743.3,3.95812e+07
4743.4,3.9581e+07
4743.5,3.95809e+07
4743.6,3.95808e+07
4743.7,3.95807e+07
4743.8,3.95806e+07
4743.9,3.95805e+07
4744,3.95804e+07
4744.1,3.95803e+07
4744.2,3.95802e+07
4744.3,3.958e+07
4744.4,3.95799e+07
4744.5,3.95798e+07
4744.6,3.95797e+07
4744.7,3.95796e+07
4744.8,3.95795e+07
4744.9,3.95794e+07
4745,3.95793e+07
4745.1,3.95792e+07
4745.2,3.95791e+07
4745.3,3.95789e+07
4745.4,3.95788e+07
4745.5,3.95787e+07
4745.6,3.95786e+07
4745.7,3.95785e+07
4745.8,3.95784e+07
4745.9,3.95783e+07
4746,3.95782e+07
4746.1,3.95781e+07
4746.2,3.95779e+07
4746.3,3.95778e+07
4746.4,3.95777e+07
4746.5,3.95776e+07
4746.6,3.95775e+07
4746.7,3.95774e+07
4746.8,3.95773e+07
4746.9,3.95772e+07
4747,3.95771e+07
4747.1,3.95769e+07
4747.2,3.95768e+07
4747.3,3.95767e+07
4747.4,3.95766e+07
4747.5,3.95765e+07
4747.6,3.95764e+07
4747.7,3.95763e+07
4747.8,3.95762e+07
4747.9,3.95761e+07
4748,3.95759e+07
4748.1,3.95758e+07
4748.2,3.95757e+07
4748.3,3.95756e+07
4748.4,3.95755e+07
4748.5,3.95754e+07
4748.6,3.95753e+07
4748.7,3.95752e+07
4748.8,3.95751e+07
4748.9,3.95749e+07
4749,3.95748e+07
4749.1,3.95747e+07
4749.2,3.95746e+07
4749.3,3.95745e+07
4749.4,3.95744e+07
4749.5,3.95743e+07
4749.6,3.95742e+07
4749.7,3.95741e+07
4749.8,3.95739e+07
4749.9,3.95738e+07
4750,3.95737e+07
4750.1,3.95736e+07
4750.2,3.95735e+07
4750.3,3.95734e+07
4750.4,3.95733e+07
4750.5,3.95732e+07
4750.6,3.95731e+07
4750.7,3.95729e+07
4750.8,3.95728e+07
4750.9,3.95727e+07
4751,3.95726e+07
4751.1,3.95725e+07
4751.2,3.95724e+07
4751.3,3.95723e+07
4751.4,3.95722e+07
4751.5,3.95721e+07
4751.6,3.95719e+07
4751.7,3.95718e+07
4751.8,3.95717e+07
4751.9,3.95716e+07
4752,3.95715e+07
4752.1,3.95714e+07
4752.2,3.95713e+07
4752.3,3.95712e+07
4752.4,3.95711e+07
4752.5,3.95709e+07
4752.6,3.95708e+07
4752.7,3.95707e+07
4752.8,3.95706e+07
4752.9,3.95705e+07
4753,3.95704e+07
4753.1,3.95703e+07
4753.2,3.95702e+07
4753.3,3.95701e+07
4753.4,3.95699e+07
4753.5,3.95698e+07
4753.6,3.95697e+07
4753.7,3.95696e+07
4753.8,3.95695e+07
4753.9,3.95694e+07
4754,3.95693e+07
4754.1,3.95692e+07
4754.2,3.95691e+07
4754.3,3.95689e+07
4754.4,3.95688e+07
4754.5,3.95687e+07
4754.6,3.95686e+07
4754.7,3.95685e+07
4754.8,3.95684e+07
4754.9,3.95683e+07
4755,3.95682e+07
4755.1,3.95681e+07
4755.2,3.95679e+07
4755.3,3.95678e+07
4755.4,3.95677e+07
4755.5,3.95676e+07
4755.6,3.95675e+07
4755.7,3.95674e+07
4755.8,3.95673e+07
4755.9,3.95672e+07
4756,3.9567e+07
4756.1,3.95669e+07
4756.2,3.95668e+07
4756.3,3.95667e+07
4756.4,3.95666e+07
4756.5,3.95665e+07
4756.6,3.95664e+07
4756.7,3.95663e+07
4756.8,3.95662e+07
4756.9,3.9566e+07
4757,3.95659e+07
4757.1,3.95658e+07
4757.2,3.95657e+07
4757.3,3.95656e+07
4757.4,3.95655e+07
4757.5,3.95654e+07
4757.6,3.95653e+07
4757.7,3.95652e+07
4757.8,3.9565e+07
4757.9,3.95649e+07
4758,3.95648e+07
4758.1,3.95647e+07
4758.2,3.95646e+07
4758.3,3.95645e+07
4758.4,3.95644e+07
4758.5,3.95643e+07
4758.6,3.95642e+07
4758.7,3.9564e+07
4758.8,3.95639e+07
4758.9,3.95638e+07
4759,3.95637e+07
4759.1,3.95636e+07
4759.2,3.95635e+07
4759.3,3.95634e+07
4759.4,3.95633e+07
4759.5,3.95632e+07
4759.6,3.9563e+07
4759.7,3.95629e+07
4759.8,3.95628e+07
4759.9,3.95627e+07
4760,3.95626e+07
4760.1,3.95625e+07
4760.2,3.95624e+07
4760.3,3.95623e+07
4760.4,3.95622e+07
4760.5,3.9562e+07
4760.6,3.95619e+07
4760.7,3.95618e+07
4760.8,3.95617e+07
4760.9,3.95616e+07
4761,3.95615e+07
4761.1,3.95614e+07
4761.2,3.95613e+07
4761.3,3.95611e+07
4761.4,3.9561e+07
4761.5,3.95609e+07
4761.6,3.95608e+07
4761.7,3.95607e+07
4761.8,3.95606e+07
4761.9,3.95605e+07
4762,3.95604e+07
4762.1,3.95603e+07
4762.2,3.95601e+07
4762.3,3.956e+07
4762.4,3.95599e+07
4762.5,3.95598e+07
4762.6,3.95597e+07
4762.7,3.95596e+07
4762.8,3.95595e+07
4762.9,3.95594e+07
4763,3.95593e+07
4763.1,3.95591e+07
4763.2,3.9559e+07
4763.3,3.95589e+07
4763.4,3.95588e+07
4763.5,3.95587e+07
4763.6,3.95586e+07
4763.7,3.95585e+07
4763.8,3.95584e+07
4763.9,3.95583e+07
4764,3.95581e+07
4764.1,3.9558e+07
4764.2,3.95579e+07
4764.3,3.95578e+07
4764.4,3.95577e+07
4764.5,3.95576e+07
4764.6,3.95575e+07
4764.7,3.95574e+07
4764.8,3.95572e+07
4764.9,3.95571e+07
4765,3.9557e+07
4765.1,3.95569e+07
4765.2,3.95568e+07
4765.3,3.95567e+07
4765.4,3.95566e+07
4765.5,3.95565e+07
4765.6,3.95564e+07
4765.7,3.95562e+07
4765.8,3.95561e+07
4765.9,3.9556e+07
4766,3.95559e+07
4766.1,3.95558e+07
4766.2,3.95557e+07
4766.3,3.95556e+07
4766.4,3.95555e+07
4766.5,3.95554e+07
4766.6,3.95552e+07
4766.7,3.95551e+07
4766.8,3.9555e+07
4766.9,3.95549e+07
4767,3.95548e+07
4767.1,3.95547e+07
4767.2,3.95546e+07
4767.3,3.95545e+07
4767.4,3.95543e+07
4767.5,3.95542e+07
4767.6,3.95541e+07
4767.7,3.9554e+07
4767.8,3.95539e+07
